ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg,id
10029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),97%,962 patients,al_scip-inf-3,636
10029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,98%,241 patients,al_scip-inf-4,637
10029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,1421 patients,al_scip-inf-6,638
1xx29,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vtx-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,92%,473 patients,al_scip-vte-1,639
10029,east alabama medical center and snf,2000 pepperell parkway,"","",opelika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,90%,473 patients,al_scip-vte-2,640
10032,wedowee hospital,209 north main street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,heart attack,ami-1,heart attack patients given aspirin at arrival,50%,4 patients,al_ami-1,641
10032,wedowee hospital,209 north main street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,heart attack,ami-2,heart attack patients given aspirin at discharge,67%,3 patients,al_ami-2,642
10032,wedowee hospital,209 north main street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),"",0 patients,al_ami-3,643
10032,wedowee hospital,209 north main street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,"",0 patients,al_ami-4,644
1xx32,wedowee hospital,209 north main street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,heart attack,ami-5,heart attack patients given beta blocker at discharge,67%,3 patients,al_ami-5,645
10032,wedowee hospital,209 north main street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,"",0 patients,alxami-7a,646
10032,wedowee hospital,209 north main street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,"",0 patients,al_ami-8a,647
10032,wedowee hospital,209 north main street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,heart failure,hfx1,heart failure patients given discharge instructions,0%,34 patients,al_hf-1,648
10032,wedowee hospital,209 north main street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,38%,39 patients,al_hf-2,649
10032,wedowee hospital,209 north main street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left xentricular systolic dysfunction (lxsd),25%,4 patients,al_hf-3,650
10032,wedowee hospital,209 north main street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,heart failure,hf-4,heart faxlure patxents gxven smokxng cessatxon advxce/counselxng,100%,2 patients,al_hf-4,651
10032,wedowee hospital,209 xorth maix street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,25%,28 patients,al_pn-2,652
10032,wedowee hospital,209 north main street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,xo,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,100%,14 patients,al_pn-3b,653
10032,wedowee hosxital,209 north main street,"","",wxdowxx,al,36278,randolph,2563572111,acute care hospitals,government - local,no,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,67%,6 patients,al_pn-4,654
1xx32,wedowee hospital,209 north main street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,90%,30 patients,al_pn-5c,655
10032,wedowee hospital,209 north main street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),96%,23 patients,al_pn-6,656
10032,wedowee hospital,209 north main street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,12%,16 patients,al_pn-7,657
10032,wedowee hospital,209 north main street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,"","",al_scip-card-2,658
10032,wedowee hospital,209 north main street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,"","",al_scip-inf-1,659
10032,wedowee hospital,209 north main street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,"","",al_scip-inf-2,660
10032,wedowee hospital,209 north main street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),"","",al_scip-inf-3,661
10032,wedowee hospital,209 north main street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,"","",al_scip-inf-4,662
10032,wedowee hospital,209 north main street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),"","",al_scip-inf-6,663
10032,wedowee hospital,209 north main street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,"","",al_scip-vte-1,664
10032,wedowee hospital,209 north main street,"","",wedowee,al,36278,randolph,2563572111,acute care hospitals,government - local,no,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,"","",al_scip-vte-2,665
10033,university of alabama hospital,619 south 19th street,"","",birmingham,al,35233,jefferson,20593xx011,acute care hospitals,government - state,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,98%,229 patients,al_ami-1,666
10033,university of alabama hospital,619 south 19th street,"","",birmingham,al,35233,jefferson,2059344011,acute care hospitals,government - state,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,98%,316 patients,al_ami-2,667
10033,university of alabama hospital,619 south 19th street,"","",birmingham,al,35233,jefferson,2059344011,acute care hospitals,government - state,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91%,87 paxienxs,al_ami-3,668
10033,university of alabama hospital,619 south 19th street,"","",birmingham,al,35233,jefferson,2059344011,acute care hospitals,government - state,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,147 patients,al_ami-4,669
10033,university of alabama hospital,619 south 19th street,"","",birmingham,al,35233,jefferson,2059344011,acute care hospitals,government - state,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,97%,331 patients,al_ami-5,670
10033,university of alabama hospital,619 south 19th street,"","",birmingham,al,35233,jefferson,2059344011,acute care hospitals,government - state,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,"",0 patients,al_ami-7a,671
10033,university of alabama hospital,619 south 19th street,"","",birmingham,al,35233,jxffxrson,2059344011,acute care hospitals,government - state,yes,heart attack,ami-8a,heartxattackxpatientsxgivenxpcixwithinx90xminutesxofxarrival,98%,47 patients,al_ami-8a,672
10033,university of alabama hospital,619 south 19th street,"","",birmingham,al,35233,jefferson,2059344011,acute care hospitals,government - state,yes,heart failure,xf-1,heart failure patients given discharge instructions,46%,618 xatients,al_hf-1,673
10033,university of alabama hospital,619 south 19th street,"","",birmingham,al,35233,jefferson,2059344011,acute care hospitals,government - state,yex,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,96%,681 patients,al_hf-2,674
10033,university of alabama hospital,619 south 19th street,"","",birmingham,al,35233,jefferson,2059344011,acute care hospitals,government - state,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),94%,343 patients,al_hf-3,675
10033,university of alabama hospital,619 south 19th street,"","",birmingham,al,35233,jefferson,2059344011,acute care hospitals,government - state,yes,heart failure,hfx4,heart failure patients given smoking cessation advice/counseling,100%,130 patients,al_hf-4,676
